Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2021-02-17 21:16:32,2021-02-18 20:56:11,UTC+01:00,2021-02-17 21:16:32,2021-02-18 07:00:27,100,13.8,541,583,305,96,140,42,483,0,92,84,false
2021-02-16 21:24:01,2021-02-17 21:16:32,UTC+01:00,2021-02-16 21:24:01,2021-02-17 07:03:56,100,13.7,525,575,240,115,170,50,504,0,91,76,false
2021-02-15 21:31:52,2021-02-16 21:24:01,UTC+01:00,2021-02-15 21:31:52,2021-02-16 07:18:33,100,13.7,541,583,262,113,166,42,539,37,92,68,false
2021-02-14 23:40:12,2021-02-15 21:31:52,UTC+01:00,2021-02-14 23:40:12,2021-02-15 07:02:41,84,13.7,401,438,177,97,127,37,479,6,91,83,false
2021-02-13 23:37:34,2021-02-14 23:40:12,UTC+01:00,2021-02-13 23:37:34,2021-02-14 08:32:43,98,13.6,497,534,239,87,171,37,509,28,93,80,false
2021-02-12 23:48:52,2021-02-13 23:37:34,UTC+01:00,2021-02-12 23:48:52,2021-02-13 08:11:59,88,13.9,467,503,192,85,190,36,531,9,92,74,false
2021-02-11 21:42:09,2021-02-12 23:48:52,UTC+01:00,2021-02-11 21:42:09,2021-02-12 07:25:55,97,13.5,532,579,208,134,190,47,547,37,91,81,false
2021-02-10 23:10:21,2021-02-11 21:42:09,UTC+01:00,2021-02-10 23:10:21,2021-02-11 07:11:07,84,13.5,447,480,222,76,149,33,535,30,93,86,false
2021-02-09 22:31:59,2021-02-10 23:10:21,UTC+01:00,2021-02-09 22:31:59,2021-02-10 07:16:21,90,13.7,463,520,161,102,200,57,514,12,88,78,false
2021-02-08 22:52:12,2021-02-09 22:31:59,UTC+01:00,2021-02-08 22:52:12,2021-02-09 07:15:42,96,13.6,478,502,212,109,157,24,498,24,95,80,false
2021-02-07 22:59:42,2021-02-08 22:52:12,UTC+01:00,2021-02-07 22:59:42,2021-02-08 07:59:34,92,13.7,493,539,245,93,155,46,535,58,91,71,false
2021-02-07 01:27:31,2021-02-07 22:59:42,UTC+01:00,2021-02-07 01:27:31,2021-02-07 08:31:44,75,13.9,399,424,183,73,143,25,532,54,94,66,false
2021-02-06 00:33:04,2021-02-07 01:27:31,UTC+01:00,2021-02-06 00:33:04,2021-02-06 07:45:58,77,13.7,404,432,210,86,108,28,524,12,93,70,false
2021-02-04 22:24:36,2021-02-06 00:33:04,UTC+01:00,2021-02-04 22:24:36,2021-02-05 07:05:00,96,13.7,466,520,195,125,146,54,486,0,89,82,false
2021-02-03 21:18:52,2021-02-04 22:24:36,UTC+01:00,2021-02-03 21:18:52,2021-02-04 08:00:16,100,13.8,590,641,275,116,199,51,565,35,92,72,false
2021-02-03 00:28:20,2021-02-03 21:18:52,UTC+01:00,2021-02-03 00:28:20,2021-02-03 08:07:55,85,13.4,425,459,145,106,174,34,503,27,93,73,false
2021-02-01 22:32:46,2021-02-03 00:28:20,UTC+01:00,2021-02-01 22:32:46,2021-02-02 07:02:25,91,13.7,470,507,180,118,172,37,515,3,92,85,false
2021-01-31 22:22:15,2021-02-01 22:32:46,UTC+01:00,2021-01-31 22:22:15,2021-02-01 08:00:40,99,13.6,503,561,189,107,207,58,510,37,89,81,false
2021-01-30 23:05:54,2021-01-31 22:22:15,UTC+01:00,2021-01-30 23:05:54,2021-01-31 07:31:07,84,13.5,458,504,219,70,169,46,544,49,90,74,false
2021-01-30 01:14:12,2021-01-30 23:05:54,UTC+01:00,2021-01-30 01:14:12,2021-01-30 08:06:57,79,13.5,375,412,162,73,140,37,474,0,90,58,false
2021-01-28 22:19:34,2021-01-30 01:14:12,UTC+01:00,2021-01-28 22:19:34,2021-01-29 07:33:15,100,13.8,501,552,177,140,184,51,492,0,90,85,false
2021-01-27 21:19:26,2021-01-28 22:19:34,UTC+01:00,2021-01-27 21:19:26,2021-01-28 06:59:02,100,13.8,538,579,270,125,143,41,383,131,92,71,false
2021-01-26 22:32:35,2021-01-27 21:19:26,UTC+01:00,2021-01-27 02:47:17,2021-01-27 07:34:36,43,13.8,260,285,158,40,62,25,601,131,91,,true
2021-01-26 22:32:35,2021-01-27 21:19:26,UTC+01:00,2021-01-26 22:32:35,2021-01-27 02:31:35,44,13.5,222,238,119,45,58,16,507,12,93,74,false
2021-01-25 22:29:28,2021-01-26 22:32:35,UTC+01:00,2021-01-25 22:29:28,2021-01-26 07:16:43,96,13.5,485,519,203,108,174,34,504,0,93,70,false
2021-01-24 22:33:26,2021-01-25 22:29:28,UTC+01:00,2021-01-24 22:33:26,2021-01-25 08:06:35,100,13.8,540,571,235,121,184,31,542,68,94,54,false
2021-01-24 02:55:39,2021-01-24 22:33:26,UTC+01:00,2021-01-24 02:55:39,2021-01-24 09:59:47,71,13.8,382,420,174,92,116,38,536,58,91,40,false
2021-01-22 23:24:19,2021-01-24 02:55:39,UTC+01:00,2021-01-22 23:24:19,2021-01-23 07:15:36,75,13.9,413,468,178,95,140,55,553,21,88,88,false
2021-01-21 22:59:22,2021-01-22 23:24:19,UTC+01:00,2021-01-21 22:59:22,2021-01-22 07:59:50,93,14.1,457,540,238,94,125,83,491,18,84,92,false
2021-01-20 22:44:03,2021-01-21 22:59:22,UTC+01:00,2021-01-20 22:44:03,2021-01-21 07:34:47,94,13.8,489,530,254,105,130,41,521,30,92,93,false
2021-01-19 22:44:53,2021-01-20 22:44:03,UTC+01:00,2021-01-19 22:44:53,2021-01-20 07:36:37,90,13.7,492,529,176,134,182,37,547,24,93,83,false
2021-01-18 22:47:51,2021-01-19 22:44:53,UTC+01:00,2021-01-18 22:47:51,2021-01-19 07:32:49,92,13.9,479,518,213,103,163,39,523,15,92,75,false
2021-01-17 22:57:31,2021-01-18 22:47:51,UTC+01:00,2021-01-17 22:57:31,2021-01-18 08:08:36,95,13.7,522,546,185,133,204,24,549,75,95,66,false
2021-01-17 00:23:10,2021-01-17 22:57:31,UTC+01:00,2021-01-17 00:23:10,2021-01-17 08:16:02,68,13.7,430,471,182,85,163,41,630,140,91,63,false
2021-01-16 03:25:28,2021-01-17 00:23:10,UTC+01:00,2021-01-16 03:25:28,2021-01-16 07:00:29,40,13.5,207,214,102,34,71,7,512,37,96,47,false
2021-01-14 23:31:04,2021-01-16 03:25:28,UTC+01:00,2021-01-14 23:31:04,2021-01-15 07:01:11,84,13.9,424,448,203,94,127,24,505,33,94,76,false
2021-01-13 22:18:07,2021-01-14 23:31:04,UTC+01:00,2021-01-13 22:18:07,2021-01-14 06:01:22,89,13.5,441,461,184,81,176,20,495,6,95,75,false
2021-01-12 22:44:28,2021-01-13 22:18:07,UTC+01:00,2021-01-12 22:44:28,2021-01-13 08:00:47,98,13.7,508,555,219,102,187,47,516,36,91,69,false
2021-01-11 21:52:14,2021-01-12 22:44:28,UTC+01:00,2021-01-11 21:52:14,2021-01-12 06:45:43,88,13.7,496,532,210,87,199,36,565,54,93,59,false
2021-01-10 23:49:07,2021-01-11 21:52:14,UTC+01:00,2021-01-10 23:49:07,2021-01-11 06:33:31,77,13.4,383,404,162,91,130,21,495,82,95,77,false
2021-01-10 00:10:44,2021-01-10 23:49:07,UTC+01:00,2021-01-10 07:28:02,2021-01-10 08:30:12,11,13.7,62,62,51,10,1,0,552,82,100,,true
2021-01-10 00:10:44,2021-01-10 23:49:07,UTC+01:00,2021-01-10 00:10:44,2021-01-10 06:16:14,65,13.6,328,343,186,60,82,15,504,30,95,81,false
2021-01-09 01:07:55,2021-01-10 00:10:44,UTC+01:00,2021-01-09 01:07:55,2021-01-09 08:38:36,87,13.5,420,450,169,84,167,30,484,9,93,75,false
2021-01-07 23:09:27,2021-01-09 01:07:55,UTC+01:00,2021-01-07 23:09:27,2021-01-08 08:36:03,97,13.6,537,564,268,107,162,27,556,37,95,,false
2021-01-06 23:43:21,2021-01-07 23:09:27,UTC+01:00,2021-01-06 23:43:21,2021-01-07 06:59:39,84,13.8,411,436,192,90,129,25,489,11,94,,false
2021-01-06 00:02:21,2021-01-06 23:43:21,UTC+01:00,2021-01-06 00:02:21,2021-01-06 08:43:31,95,13.9,488,520,194,120,174,32,511,0,93,,false
